code,name
econ389,Special Topics
econ391,Equilibrium in Market Economies
econ392,Strategic Situations and Welfare Economics
econ393,Market Failures
econ401,Microeconomic Theory 3
econ402,Macroeconomic Theory 3
econ403,Topics in Economic Forecasting
econ404,Topics in Money and Finance
econ405,Topics in Financial Econometrics
econ406,Money and Banking 2
econ407,Economic Growth and Development 2
econ408,Business Cycles
econ409,"Workers, Jobs, and Wages"
econ410,Economic Thought
econ411,Advanced Mathematical Economics
econ412,Topics in Game Theory
econ421,Econometric Theory
econ422,Microeconometric Analysis
econ423,Time Series Econometrics
econ424,Machine Learning in Economics
econ425,Topics in Econometrics
econ426,Quantile Regression in Economics
econ436,International Trade
econ437,Urban Economics
econ441,Public Economics
econ442,Economics of Taxation
econ443,Political Economy
econ445,Industrial Organization and Public Policy
econ451,Law and Economics
econ452,Topics in Labour Economics
econ456,Topics in Health Economics
econ457,Environmental Economics
econ458,Water Resource Economics
econ461,Comparative Economic Systems
econ465,Economics in History: Topics in European History 476-1800 AD
econ467,Canadian Economic History
econ471,Computational Economics
econ472,Senior Honours Essay
econ474,Numerical Methods for Economists
econ483,Special Topics
econ484,Special Topics
econ485,Special Studies
econ486,Special Studies
econ487,Special Studies
econ488,Special Studies
econ489,Special Studies
econ491,Advanced Microeconomics
econ496,Advanced Macroeconomics
econ600,Mathematics for Economists
econ601,Microeconomic Theory I
econ602,Macroeconomic Theory I
econ603,Macroeconomics: Problems and Policies
econ604,Monetary Theory and Banking
econ605,Computational  Economics
econ606,Research Methodology
econ607,Data Science for Economists
econ621,Econometrics I
econ622,Applied Microeconometrics I
econ622a,Applied Microeconometrics
econ622b,Applied Macroeconometrics
econ623,Applied Macroeconometrics I
econ624,Dynamic Optimization with Applications
econ625,Numerical Methods for Economists
econ626,Machine Learning for Economists
econ631,International Trade
econ635,International Trade & Development
econ637,Economic Analysis and Global Governance
econ641,Public Economics: Expenditure
econ642,Public Economics: Taxation
econ643,Health Economics
econ645,Industrial Organization I
econ648,Industrial Organization II
econ651,Labour Economics
econ655,Resource Economics
econ657,Environmental Economics
econ658,Water Resource Economics
econ659,Real Options and Investment under Uncertainty
econ672,Financial Economics
econ673,Special Topics in Economics
econ674,Capstone Research Project
econ701,Micro II
econ702,Macro II
econ703,Advanced Macroeconomics: Problems and Policies
econ704,Monetary Economics 2
econ721,Econometrics II
econ722,Applied Microeconometrics II
econ723,Applied Macroeconometrics II
econ727,Financial Econometrics
econ741,Advanced Public Economics Expenditure
econ742,Advanced Public Economics: Taxation
econ743,Topics in Health Economics
econ751,Advanced Labour Economics
econ757,Advanced Environmental Economics
econ773,Special Topic in Economics
efas32,Academic Skills
efas34,Writing Skills
efas36,Oral Skills
efas42,Academic Skills
efas44,Writing Skills
efas46,Oral Skills
elpe100,English Language Prof Test
emls101r,Oral Communications for Academic Purposes
emls102r,Clear Communication in English Writing
emls103r,Effective English Pronunciation
emls104r,Reading and Listening for Academic Purposes
emls105r,English in Employment Contexts
emls110r,Communicating in Canadian Academic Contexts
emls129r,Written Academic English
emls601r,Speaking English for Professional Purposes
emls602r,Scholarly Writing in English
emls612r,Professional Writing for Engineers
emls621r,Speaking Effectively About Your Research
emls622r,Thesis Writing in English
enbus102,Introduction to Environment and Business
enbus103,Economics and Sustainability 1
enbus104,Economics and Sustainability 2
enbus112,Operationalizing Sustainable Development within Business
enbus202,Environmental Management Systems
enbus203,Green Entrepreneurship
enbus204,Principles of Industrial Ecology
enbus211,Principles of Marketing for Sustainability Professionals
enbus302,Strategies for Environment and Business
enbus304,Circular Economy
enbus306,Research Design
enbus307,Industrial Ecology: Life Cycle Assessment and Management in Business
enbus308,Sustainability Management Standards and Auditing
enbus309,Behaviour Change and Sustainability
enbus310,Introduction to Sustainable Finance
enbus311,Green Marketing
enbus312,Operationalizing Sustainable Development within Business
enbus314,Sustainable Business Models
enbus315,"Fashion, Consumption, and Sustainability"
enbus375,Special Topics in Environment and Business
enbus402a,Environment and Business Project
enbus402b,Environment and Business Project
enbus403a,Sustainable Entrepreneurship Project
enbus403b,Sustainable Entrepreneurship Project
enbus405,Introduction to Life Cycle Assessment
enbus406,Industrial Ecology: Sustainable Materials
enbus407,Corporate Sustainability Accounting and Reporting
enbus408,Policy Instruments for Sustainability
enbus409,Special Topics in Environment and Business
enbus409a,Environment and Business Project
enbus409b,Environment and Business Project
enbus410,Engaging Stakeholders
enbus411,Corporate Social Responsibility in Practice
enbus412,Advanced Strategic Management for Sustainable Business
enbus414,Sustainability for Small and Medium Enterprises
enbus475,Special Topics in Environment and Business
enbus601,Business and the Case for Sustainability
enbus602,Introduction to Sustainability for Business
enbus612,Social Entrepreneurship and Scaling Social Innovation
enbus620,Business Operations and Sustainability
enbus621,Enterprise Carbon Management
enbus622,Product Life Cycle Assessment and Management
enbus630,Enterprise Marketing and Social Accountability
enbus631,Stakeholder Engagement
enbus632,Sustainability Reporting
enbus640,Strategies for Sustainable Enterprises
enbus642,"Stakeholder Engagement, Collaborations and Partnerships"
enbus650,Environmental Finance
enbus652,Business and Climate Change
enbus690,Enterprise Sustainability Project
enbus690a,Enterprise Sustainability Project
enbus690b,Enterprise Sustainability Project
engl100a,Fiction
engl100b,Poetry
engl100c,Drama
engl101a,Introduction to Literary Studies
engl101b,Introduction to Rhetorical Studies
engl101c,Introduction to Literature and Rhetoric
engl102a,The Major Forms of Literature: Short Stories and Drama
engl102b,The Major Forms of Literature: Novels and Poetry
engl103,Combating Racisms
engl103a,The Nature and Structure of the English Language
engl103b,Varieties of English
engl104,Rhetoric in Popular Culture
engl105a,"Literature in English, 1900 -1960"
engl105b,"Literature in English, 1960 to the present"
engl107,Writing With Your own English(es)
engl108a,The Superhero
engl108b,Global English Literatures
engl108c,Literature and the Environment
engl108d,Digital Lives
engl108e,Gender and Representation
engl108f,The Rebel
engl108g,Horror
engl108h,Isolation and Alienation
engl108m,Youth and Adolescence
engl108p,Popular Potter
engl108t,Tolkien: From Book to Film
engl108x,Literature and Medicine
engl109,Introduction to Academic Writing
engl119,Communications in Mathematics and Computer Science
engl129r,Written Academic English
engl132r,Introduction to Modern Arab and Muslim Drama
engl140r,The Use of English
engl141r,The Use of English 2
engl190,Shakespeare
engl191,"Communication in the Engineering Profession (AE, CIVE, ENVE, GEOE)"
engl192,"Communication in the Engineering Profession (COMPE, ELE, MGTE)"
engl193,Communication in the Sciences
engl200a,English Literatures 1
engl200b,English Literatures 2
engl200c,English Literatures 3
engl201,The Short Story
engl202a,The Bible and Literature 1
engl202b,The Bible and Literature 2
engl203,Designing Digital Media
engl204,Designing Digital Video
engl205r,The Canadian Short Story
engl206,Writing Lives
engl208a,Forms of Fantasy
engl208b,Science Fiction
engl208c,Studies in Children's Literature
engl208e,Women's Writing
engl208g,Gothic Monsters
engl208h,Arthurian Legend
engl208k,Detective Fiction
engl208l,Race and the Literary Tradition
engl208m,Travel Literature
engl208n,Sex in Literature
engl209,Advanced Academic Writing
engl210c,Genres of Creative Writing
engl210e,Genres of Technical Communication
engl210f,Genres of Business Communication
engl210g,Genres of Fundraising Communication
engl210h,Arts Writing
engl210i,Legal Writing
engl210j,Technical Editing
engl211,"First Nations, Métis, and Inuit Literatures"
engl212,Convict Literature
engl213,Literature and the Law
engl214,Themes in Canadian Literature
engl215,Canadian Regional Literature
engl216,Canadian Multicultural Literature
engl217,Canadian Children's Literature
engl218,Mennonite Literature
engl219,Contemporary Usage
engl220a,Languages and Society I
engl220b,Languages and Society II
engl220c,Comparative Literature: Theory and Practice
engl221,Monstrous Hunger
engl222,"Health, Illness, and Narrative"
engl225,Introduction to Anti-Racist Communication
engl230,The Pleasure of Poetry
engl232,Graphic Narrative
engl233,Sexual Health and Well-being in Comics
engl233a,Survey of Dramatic Literature and Theory 3
engl233b,Survey of Dramatic Literature and Theory 4
engl233c,Survey of Dramatic Literature and Theory 5
engl233d,Survey of Dramatic Literature and Theory 6
engl234,Young Adult Literature
engl235,Survey of Dramatic Literature and Theory 8
engl240r,"Migration, Diaspora, and Exile in Muslim Narratives"
engl241r,Sacred Spaces and Human Geographies in Muslim Literary Expressions
engl242,"Literature, Rhetoric, and the Visual Arts"
engl243,"Literature, Rhetoric, and Music"
engl244,Introduction to Black Canadian Writing
engl247,American Literature and Popular Culture
engl248,Literature for an Ailing Planet
engl251,Literary Theory and Criticism
engl251a,Criticism 1
engl251b,Criticism 2
engl260,Irish Literature
engl262,Manga
engl275,Fiction and Film
engl280,Literatures of Migration
engl290,Global Shakespeare
engl291,Global Literatures
engl292,Rhetorical Theory and Criticism
engl293,Introduction to Digital Media Studies
engl294,Introduction to Critical Game Studies
engl295,Social Media
engl301h,Honours Literary Studies
engl303,Special Topics in Digital Design
engl304,Designing Digital Sound
engl305a,Old English Language and Literature
engl305b,The Age of Beowulf
engl306a,Introduction to Linguistics
engl306b,How English Grammar Works
engl306c,Historical Linguistics
engl306d,The History of the English Language
engl306e,Linguistics and Literature
engl306f,Introduction to Semiotics
engl306g,Critical Discourse Analysis
engl307,Linguistic Imperialism and Resistance
engl308,Race and Resistance
engl309a,"Rhetoric, Classical to Enlightenment"
engl309b,Medieval to Pre-Modern Rhetoric
engl309c,Contemporary Rhetoric
engl309e,Speech Writing
engl309g,The Discourse of Dissent
engl310a,Middle English Literature
engl310b,Chaucer
engl310c,Non-Chaucerian Middle English Literature
engl313,Early Canadian Literatures
engl315,Modern Canadian Literature
engl316,Canadian Drama
engl318,Contemporary Canadian Literature
engl319,History and Theory of Writing and Print Media
engl320,History and Theory of Pre-Internet Media
engl322,Postcolonial Literature of the Americas
engl324,Modern and Contemporary American Drama
engl325,Austen
engl326,"Language, Life, and Literature in the Caribbean"
engl327,Black Diasporic Lives: 1740-1900
engl328,Introduction to Black Canadian Writing
engl330a,Sixteenth-Century Literature 1
engl330b,Sixteenth-Century Literature 2
engl332,Topics in Creative Writing
engl335,Creative Writing 1
engl336,Creative Writing 2
engl340,Contemporary African Literature and Film
engl342,American Literature to 1860
engl343,American Literature 1860-1910
engl344,Modern American Literature
engl345,American Literature in a Global Context
engl346,American Fiction
engl346r,Global Asian Diasporas
engl347,American Literature Since 1945
engl348,American Poetry Since 1850
engl350a,Seventeenth-Century Literature 1
engl350b,Seventeenth-Century Literature 2
engl361,Early Modern Worlds on Stage
engl362,Shakespeare 1
engl363,Shakespeare 2
engl364,Shakespeare in Performance at The Stratford Festival
engl365,Selected Studies
engl366,Selected Studies
engl367,Voice and Text at the Stratford Festival
engl371,Editing Literary Works
engl372,Women and Medicine in Literature
engl373,Writing Anti-Racism
engl375,Topics in Black Language and Linguistics
engl376r,Applied English Grammar 1
engl377r,Applied English Grammar 2
engl378,Professional Communications in Statistics and Actuarial Science
engl381,Early Modern Bodies
engl383,Phonetics
engl392a,Information Design
engl392b,Visual Rhetoric
engl403,Digital Design Research Project
engl405,African American Rhetoric
engl406,Advanced Rhetorical Study
engl407,Language and Politics
engl408a,Writing for the Media
engl408b,The Discourse of Advertising
engl408c,The Rhetoric of Digital Design: Theory and Practice
engl409a,Rhetoric of Argumentation
engl410,Eighteenth-Century Women Writers
engl410a,Restoration Literature
engl410b,Eighteenth-Century Literature 1
engl410c,Eighteenth-Century Literature 2
engl410d,Eighteenth-Century Fiction I
engl410e,Eighteenth-Century Fiction II
engl410f,Eighteenth-Century Women Writers
engl411,"Eighteenth-Century Literature: Sex, Satire, and Sentiment"
engl412,Eighteenth-Century Literature and Media
engl425,Transnational Feminisms and Contemporary Narratives
engl430a,Literature of the Romantic Period 1
engl430b,Literature of the Romantic Period 2
engl432,Topics in Creative Writing
engl451a,Literature of the Victorian Age 1
engl451b,Literature of the Victorian Age 2
engl460a,Early Literature of the Modernist Period in the United Kingdom and Ireland
engl460b,Literature of the Modernist Period in the United Kingdom and Ireland
engl460c,Literature of the Postwar Period in the United Kingdom and Ireland
engl460d,Contemporary Literature of the United Kingdom and Ireland
engl461,Irish Literature
engl463,Postcolonial Literatures
engl470a,Contemporary Critical Theory
engl470b,History of Literary Criticism
engl470c,Literary Studies in Digital Forms
engl471,Adapting Literary Works
engl472,Research Methods in Technical Communication
engl481,Topics in the History and Theory of Language
engl484,Topics in Literatures Medieval to Romantic
engl485,Topics in Literatures Romantic to Modern
engl486,Topics in Literatures Modern to Contemporary
engl487,Topics in British Literature and Commonwealth Literature Since 1800
engl490,Topics in North American Literature
engl491,Topics in Literature and Rhetoric
engl492,Topics in the History and Theory of Rhetoric
engl493,Topics in Professional Writing and Communication Design
engl494,Topics in Forms of Media and Critical Analysis
engl495a,Supervision of Honours Essay
engl495b,Supervision of Honours Essay
engl51,Pre-University English: Essentials of Composition
engl700,Rhetorical Studies
engl701,Critical Design Methods
engl702,Rhetorical Research Methods
engl705,Studies in Old and Middle English Literature
engl710,Studies in Renaissance Drama
engl715,Studies in Renaissance Prose and Poetry
engl720,Studies in the Restoration and Eighteenth Century Literature
engl725,Studies in Romanticism
engl730,Studies in Victorian Literature
engl735,Studies in Modern British Literature
engl750,Studies in Early American Literature
engl755,Studies in 19th Century American Literature
engl760,Studies in 20th-Century American Literature
engl770,Studies in Canadian Literature
engl775,Studies in Commonwealth Literature
engl780,Studies in Genre
engl785,Studies in Literary Criticism
engl788,Topics in Rhetorical Theory and Criticism
engl789,Writing Studies
engl790,Discourse Analysis
engl791,Professional Writing
engl792,Semiotics
engl793,History of Rhetoric
engl794,Digital Culture
engl795,Studies in Selected Topics
engl796,Propaganda and Ideology
engl797,Digital Media and Literature
engl798,Digital Design
engl799,Media Theory and Critique
enve100,Environmental and Geological Engineering Concepts
enve101,Environmental Engineering Concepts 2
enve115,Linear Algebra
enve121,Computational Methods
enve123,Electrical Circuits and Instrumentation
enve127,Statics and Solid Mechanics
enve153,Earth Engineering
enve175,Introduction to Environmental Chemistry
enve176,Microbial Biology for Environmental Engineers
enve200,Sustainability Analysis and Solutions
enve214,Fluid Mechanics and Thermal Sciences
enve221,Advanced Calculus
enve223,Differential Equations and Balance Laws
enve224,Probability and Statistics
enve225,Environmental Modelling
enve231,Inorganic Environmental Process Principles
enve275,Environmental Chemistry
enve276,Environmental Biology and Biotechnology
enve277,Air Quality Engineering
enve279,Energy and the Environment
enve280,Fluid Mechanics
enve292,Economics for Environmental Engineering
enve298,Seminar
enve299,Seminar
enve320,Environmental Resource Management
enve321,Advanced Mathematics
enve330,Lab Analysis and Field Sampling Techniques
enve331,Instrumentation and Analysis Methods
enve333,Chemical Reaction Engineering
enve334,Environmental Chemistry
enve335,Decision Making for Environmental Engineers
enve375,Physico-Chemical Processes
enve376,Biological Processes
enve382,Hydrology and Open Channel Flow
enve383,Advanced Hydrology and Hydraulics
enve391,Law and Ethics for Environmental and Geological Engineers
enve392,Economics and Life Cycle Cost Analysis
enve398,Seminar
enve399,Seminar
enve400,Environmental Engineering Design Project 1
enve401,Environmental Engineering Design Project 2
enve410,Transport Processes: Environmental Engineering Applications
enve430,Environmental Engineering Project 1
enve431,Environmental Engineering Project 2
enve472,Wastewater Treatment
enve481,Open Channel Hydraulics
enve495,Design Intensive Special Topics in Environmental Engineering
enve497,Special Topics in Environmental Engineering
enve498,Seminar
enve499,Seminar
enve573,Contaminant Transport
enve577,Engineering for Solid Waste Management
enve583,Design of Urban Water Systems
enve585,Air Quality Engineering and Impacts
envs105,Environmental Sustainability and Ethics
envs131,Communications for Environmental Professions
envs178,Environmental Applications of Data Management and Statistics
envs195,Introduction to Environmental Studies
envs200,Field Ecology
envs201,Introduction to Canadian Environmental Law
envs205,Sustainability: The Future We Want
envs210,Future Studies
envs220,Ecological Economics
envs274,Special Topics in Environment
envs278,Applied Statistics for Environmental Research
envs295w,Ecotourism and the Environment (WLU)`
envs300,Vascular Plants of Southern Ontario
envs310,Future Cities: Integrating Future Thinking into Urban Decisions
envs334,Introduction to Park Management
envs350,Complexity in Nature and Society
envs374,Special Topics in Environment
envs376a,Field Studies in Environment
envs376b,Field Studies in Environment
envs395,Study Abroad
envs400,First Peoples and Business Development
envs401,"Canadian Law, Indigenous Peoples, and Natural Resource Development"
envs403a,Interdisciplinary Project
envs403b,Interdisciplinary Project
envs404,Interdisciplinary Project
envs405,Interdisciplinary Project
envs410,Urban Futures Project
envs433,Ecotourism and Communities
envs444,Ecosystem and Resource Management in Parks/Natural Areas
envs469,"Landscape Ecology, Restoration and Rehabilitation"
envs474,Special Topics in Environment
envs476a,Field Studies in Environment
envs476b,Field Studies in Environment
envs476c,Field Studies in Environment
ers100,"Foundations: Environment, Resources and Sustainability"
ers101,"Approaches: Environment, Resources and Sustainability"
ers102,Sustainability and the Really Long View
ers110,Environmental Analysis and Solutions I: Foundations
ers111,Environmental Analysis and Solutions II: Experiential Approaches
ers200,Indigenous Sustainability Entrepreneurship
ers201,"Environmental Policy, Politics and Governance"
ers202,Natural Resources Ecology
ers203,Environment and Development in a Global Perspective
ers210,Environmental Analysis and Solutions III: Greening Communities
ers211,Environmental Analysis and Solutions IV: Restoration Ecology
ers215,Environmental and Sustainability Assessment 1
ers218,Introduction to Sustainable Environmental and Resource Systems
ers221,Oceans Sustainability
ers222,War and the Environment
ers225,Gendering Environmental Politics
ers234,Forest Ecosystems
ers245,"Interdisciplinary Perspectives on Biodiversity Conservation: Nature, People, and Policy"
ers253,Communities and Sustainability
ers265,Water: Environmental History and Change
ers266,Water: Environmental History and Change
ers270,Introduction to Sustainable Agroecosystems
ers275,Special Readings/Seminar on Select Topics
ers280,Applied Field Studies
ers283,Ontario Natural History: Species and Patterns
ers288,Literature for an Ailing Planet
ers294,The Sacred Earth: Religion and Ecology
ers300,Social Ecological Systems Analysis
ers301,"Sustainability Thought, Practice and Prospects"
ers302,Research Methods and Design
ers306,Gender and Environments
ers310,Peace and the Environment
ers311,Environmental Research Project I: Systems Thinking for Interdisciplinary Research
ers315,Environmental and Sustainability Assessment 2
ers316,Urban Water and Wastewater Systems: Integrated Planning and Management
ers317,Waste Management
ers318,Photography for Sustainability
ers319,Approaches to Environmental Decision-Making
ers320,Economics and Sustainability
ers321,Coastal Social-Ecological Systems
ers328,Environmental Politics and System Change
ers330,Environmental Journalism 1
ers335,Restoration Ecology
ers337,ReWilding and Ecological Restoration
ers340,Ecosystem Assessment
ers341,Professional Conservation and Restoration Practice 1
ers342,Professional Conservation and Restoration Practice 2
ers346,Wildlife Ecology
ers360,"Nature: Art, Myth and Folklore"
ers361,Food Systems and Sustainability
ers365,Water Governance
ers370,Corporate Sustainability: Issues and Prospects
ers371,An Ecosystem Approach to Environment and Health
ers372,First Nations and the Environment
ers373,"Special Topics in Environment, Resources and Sustainability"
ers374,"Special Topics in Environment, Resources and Sustainability"
ers375,Special Readings/Seminar on Select Topics
ers380,Issues in Applying Ecology
ers381,Restoration Ecology
ers382,Ecological Monitoring
ers383,Tropical Ecosystems
ers400,Social-Ecological Approaches to Sustainability
ers401,Translational Ecology
ers402,Senior Honours Research Seminar
ers403a,Senior Honours Thesis
ers403b,Senior Honours Thesis
ers404,Global Environmental Governance
ers406,Paths to Sustainability
ers409,Activism! Community Action for Environmental and Social Change
ers410,Environmental Analysis and Solutions VI: Ecosocial Systems
ers411a,Environmental Research Project II
ers411b,Environmental Research Project III
ers412a,Environmental Research Project II
ers412b,Environmental Research Project III
ers413,Senior Honours Research Seminar
ers413a,Environmental Research Project II
ers413b,Environmental Research Project III
ers415,Environmental and Sustainability Assessment 3
ers422,Biosphere Reserves as Social-Ecological Systems
ers430,Environmental Journalism 2
ers431,Ecological Consequences of Climate Change
ers443,Ecosystem Field Research
ers446,Wildlife Management
ers454,Parks and Protected Areas: Issues and Trends
ers456,Transforming Canadian Resource Management
ers460,Sustainable Food: Regional Case Study
ers461,Food Systems and Sustainability
ers462,Global Food and Agricultural Politics
ers464,Economics and Sustainability
ers473,"Special Topics in Environment, Resources and Sustainability"
ers474,"Special Topics in Environment, Resources and Sustainability"
ers475,Special Readings/Seminar on Select Topics
ers476,Environmental Education
ers484,Soil Ecosystem Dynamics
ers489,Global Food Systems
ers604,Advanced Topics in Global Environmental Governance
ers605,Ecosystem Perspectives and Analysis
ers606,Governing Global Food and Agriculture Systems
ers610,Public Administration of the Environment & Natural Resources
ers615,Community Economic Development
ers618,Sustainable Energy Systems
ers619,Energy Sustainability
ers620,Skills Identification and Career Development
ers622,Biosphere Reserves as Social-Ecological Systems
ers625,Qualitative Methods in Geography
ers630,Waste Management
ers650,Topics in Governance and Sustainable Communities
ers654,Parks and Protected Areas
ers660,Foundations in Resource and Environmental Management
ers669,Research and Design Methods
ers670,MES Research Development
ers674,Special Topics in Environment and Resource Studies
ers675,Special Readings and Seminars on Selected Topics in Environment and Resource Studies
ers678,Governing the Commons
ers680,Sustainability Foundations
ers681,Sustainability Applications
ers684,Soil in the Environment
ers701,Sustainability in Complex Socio-Ecological Systems
ers702,Critical Analysis and Advance Research in Environmental Studies
esl100r,English Language in Canadian Contexts
esl101r,Oral Communications for Academic Purposes
esl102r,Error Correction in Academic Writing
esl103r,Phonetics for Effective English Pronunciation
esl110r,Canadian Academic Culture
esl129r,Written Academic English
esl601r,Speaking English for Professional Purposes
esl602r,Scholarly Writing in English
esl612r,Professional Writing for Engineers
evsy302w,Climate Chnge and Soc (WLU)
fcit600,"Systems, Synergy, Collaboration"
fcit601,Tools for Futures Thinking
fcit602,Future Thinking and Cities
fcit603,Sustainable Future Cities
fcit604,The Socially Just City
fcit605,The Future of Work
fcit606,Sustainability Transitions in Cities
fcit607,"Data, Methods, and Models for Future Cities"
fcit609,Mobility Futures
fcit610,International Field School
fcit620,Future Cities Capstone Project
film103w,Film and Genre (WLU)
film246w,German Film (WLU)
film257w,The Western (WLU)
fine100,Studio Fundamentals
fine101,Art History and Visual Culture
fine102,World Cinema and Visual Culture
fine110,Introduction to Art History
fine112,Modern Art: 1874-1945
fine120,Italian Cinema
fine121,Fundamentals of Visual Art 2
fine130,Introduction to Digital Imaging
fine150,Appreciation and Expression
fine200,Appreciation and Expression
fine201,Special Topics in Studio for Non-Fine Arts Majors
fine202,Painting
fine204,Topics in Studio Practice
fine205,Topics in Art History
fine206,Topics in Film Studies
fine209,Global Modernisms: 1940-1970
fine210,Art: 1780-1875
fine212,Renaissance Art: 1300-1500
fine213,Art of the 16th Century in Europe
fine214,Visual Culture of Medieval Europe
fine215,Art of the 17th Century in Europe
fine216,Indigenous Visual Culture in Canada
fine217,Art of the 18th Century in Europe
fine219,Canadian Art in the 20th Century
fine220,Oil Painting
fine221,Acrylic and Mixed Media
fine222,Principles of Sculpture
fine223,Methods and Materials of Sculpture
fine223a,Clay Studies
fine224,Expressive Drawing
fine225,Observational Drawing
fine226,Experimental Drawing
fine226a,Introduction to Printmaking A
fine226b,Intermediate Printmaking B
fine226d,Special Topics in Printmaking
fine227,Photography
fine228,Design and Imaging
fine228e,Photography for Artists
fine229,Hybrid Digital Media
fine230,Printmaking
fine231,Mixed Multiples
fine232,Video and Sound
fine241,Survey of Greek Art and Architecture
fine242,Survey of Roman Art and Architecture
fine243,Topics in Fine Arts Experiential Learning
fine244,History of Visual Media to 1910
fine245,History of Film and Visual Media from 1900 to Today
fine246,Expanded Media: Site and Intervention
fine247,Expanded Media: Interaction
fine248a,Art in Context
fine248b,Art in Context
fine249a,Art in Context
fine249b,Art in Context
fine250,History of Film 1 (1895-1940)
fine251,History of Film 2 (after 1941)
fine252,Religion in Popular Film
fine253,Special Topics in Religion and Film
fine255r,Film as Social Criticism
fine256,Experimental Film
fine257,"Video, New Media and the Digital Turn"
fine258,Aspects of the Cinemas of the Americas
fine259,Aspects of European Cinema
fine260,Italian Cinema and the Novel
fine261,Italian Innovators: Italy by Design
fine262,Global Queer Cinema
fine271,Ceramics: Studies in Material Practice
fine272,Clay Studies
fine274,Figure and Anatomy
fine275,Calligraphy to Conceptual Art: Text as an Image in Islamic and East Asian Visual Arts
fine281,Art and Gender
fine282,Canadian Art from the 17th Century to 1940
fine290,Selected Subjects in Fine Arts
fine291,Italian Culture and Civilization 1
fine293,Fine Arts Abroad
fine294,Fine Arts Abroad
fine300,Studio Practice
fine301,Advanced Studio Practice
fine302,Analysis and Research
fine303,Honours Art History Research
fine304,Topics in Studio Practice
fine305,Topics in Art History
fine306,Topics in Film Studies
fine307,Advanced Topics in Studio
fine308,Honours Studio/Seminar
fine309,Advanced Topics in Two-Dimensional Media
fine312,Advanced Topics in Three-Dimensional Media
fine313,Special Topics in 18th- and 19th-Century Art
fine315,Advanced Topics in Expanded Media
fine316,First Nations' Art in Canada
fine319,Contemporary Art
fine319a,Special Topics in 20th-Century Art
fine320,Advanced Painting
fine321,Advanced Painting Studio
fine322,Advanced Sculpture
fine323,Advanced Sculpture Studio
fine324,Advanced Drawing
fine325,Advanced Drawing Studio
fine326a,Advanced Image-Making Through Printmaking Processes
fine326b,Advanced Printmaking Studio
fine327,Open Studio
fine328,Advanced Electronic Imaging
fine329,Electronic Imaging Studio
fine330,"Topics Course in Museums, Galleries, Curatorship"
fine331,Art of the 18th Century in Europe
fine332,History of Art Academies
fine333,Costume Design
fine334,Scenic Painting
fine335,Design Theory and Practice
fine336,Design for the Theatre 2
fine337,History of Costume
fine338,Philosophy of Art
fine341,Advanced Studies in Greek Art and Architecture
fine342,Advanced Studies in Roman Art and Architecture
fine343,Topics in Fine Arts Experiential Learning
fine344,Fine Arts Internship
fine348a,Art in Context
fine348b,Art in Context
fine349a,Art in Context
fine349b,Art in Context
fine350,French Film After 1945
fine351,Central and East European Film
fine352,The Cinema of Science Fiction
fine353,Contemporary Italian Film
fine354,New Cinemas of East Asia (from 1985)
fine355,History of Animated Film
fine356r,Special Topics in Film
fine357r,Special Topics in Film
fine359,Topics in German Film
fine360,Film and Television 1
fine361,Film and Television 2
fine362,German Film Classics
fine363,German Filmmakers in Hollywood
fine364,German and Russian Film Pioneers
fine365,Film Noir
fine366,Musical Theatre and Musical Film
fine367,Plays on Film
fine368,International Comics and Animation Film
fine371,Advanced Ceramic Studio
fine375,Modern British Film
fine376,American Film
fine377,Religion in Science Fiction Films and Television
fine378,Women and Film
fine380,Film Studies Seminar
fine381,Film Studies Seminar
fine383,Computational Digital Art Studio
fine390,Selected Subjects in Fine Arts
fine391,Selected Subjects in Fine Arts
fine392,Technology Art Studio
fine393,Fine Arts Abroad
fine394,Fine Arts Abroad
fine396,Methods in the History of Art
fine402,Directed Study
fine403,Honours Concept and Research
fine404,Topics in Studio Practice
fine405,Topics in Art History
fine406,Topics in Film Studies
fine407,Honours Concept and Research
fine460a,Senior Honours Seminar
fine460b,Senior Honours Seminar
fine461,Senior Honours Seminar - Joint Honours and Arts and Business
fine470,Senior Seminar in Film Concepts
fine471,Senior Seminar in Film Concepts 2
fine472,Fine Arts Honours Thesis 1
fine473,Fine Arts Honours Thesis 2
fine474,Honours Studio Practicum 1
fine475,Honours Studio Practicum 2
fine476,Intensive Studio Specialization 1
fine477,Intensive Studio Specialization 2
fine490,Honours Film Studies Thesis 1
fine491,Honours Film Studies Thesis 2
fine492,Senior General Film Studies Project
fine493,Senior General Art History Project
fine496,Honours Art History Thesis 1
fine497,Honours Art History Thesis 2
fine499,Senior Studies in Art History
fine670a,Graduate Studio 1 (Part-Time)
fine670b,Graduate Studio 1 (Part-time)
fine671,Graduate Summer Studies 1 (Part-time)
fine672a,Graduate Studio 2 (Part-Time)
fine672b,Graduate Studio 2 (Part-Time)
fine673,Graduate Summer Studio 2 (Part-Time)
fine674,Graduate Studio 3 (Part-time)
fine680,Issues in Contemporary Art 1
fine681,Issues in Contemporary Art 2
fine682,Graduate Senior Seminar 1
fine683,Graduate Senior Seminar 2
fine690,Graduate Studio 1
fine691,Graduate Studio 2
fine692,Graduate Summer Studio
fine694,Special Topics in Art History and Criticism
fine695,Selected Subjects in Studio Art
fine696,Pedagogy in Fine Arts
fr101,Beginner French
fr151,Basic French 1
